measured_on,ac_power_inv_31746
2017-06-13 13:40:00,0.2817999999999999
2017-06-13 13:45:00,0.2797999999999999
2017-06-13 13:50:00,0.2767
2017-06-13 13:55:00,0.2747999999999999
2017-06-13 14:00:00,0.2698999999999999
2017-06-13 14:05:00,0.2674
2017-06-13 14:10:00,0.2655
2017-06-13 14:15:00,0.261
2017-06-13 14:20:00,0.2550999999999999
2017-06-13 14:25:00,0.2516999999999999
2017-06-13 14:30:00,0.2469
2017-06-13 14:35:00,0.2431
2017-06-13 14:40:00,0.2379
2017-06-13 14:45:00,0.2336999999999999
2017-06-13 14:50:00,0.2303
2017-06-13 14:55:00,0.2255999999999999
2017-06-13 15:00:00,0.22
2017-06-13 15:05:00,0.2162
2017-06-13 15:10:00,0.2116
2017-06-13 15:15:00,0.2079999999999999
2017-06-13 15:20:00,0.202
2017-06-13 15:25:00,0.197
2017-06-13 15:30:00,0.192
2017-06-13 15:35:00,0.1855
2017-06-13 15:40:00,0.1797999999999999
2017-06-13 15:45:00,0.1748
2017-06-13 15:50:00,0.1681
2017-06-13 15:55:00,0.1622
2017-06-13 16:00:00,0.154
2017-06-13 16:05:00,0.1497999999999999
2017-06-13 16:10:00,0.1436999999999999
2017-06-13 16:15:00,0.1381999999999999
2017-06-13 16:20:00,0.1307
2017-06-13 16:25:00,0.1246
2017-06-13 16:30:00,0.1182
2017-06-13 16:35:00,0.1116
2017-06-13 16:40:00,0.1057
2017-06-13 16:45:00,0.0992999999999999
2017-06-13 16:50:00,0.0931
2017-06-13 16:55:00,0.0860999999999999
2017-06-13 17:00:00,0.0801999999999999
2017-06-13 17:05:00,0.0732
2017-06-13 17:10:00,0.067
2017-06-13 17:15:00,0.0611
2017-06-13 17:20:00,0.0543999999999999
2017-06-13 17:25:00,0.0485
2017-06-13 17:30:00,0.0425
2017-06-13 17:35:00,0.0379999999999999
2017-06-13 17:40:00,0.0285
2017-06-13 17:45:00,0.0182
2017-06-13 17:50:00,0.0101
2017-06-13 17:55:00,0.007
2017-06-13 18:00:00,0.0061
2017-06-13 18:05:00,0.0055999999999999
2017-06-13 18:10:00,0.0047
2017-06-13 18:15:00,0.0041999999999999
2017-06-13 18:20:00,0.0033
2017-06-13 18:25:00,0.0030999999999999
2017-06-13 18:30:00,0.0023999999999999
2017-06-13 18:55:00,0.0002999999999999
2017-06-13 19:00:00,0.0
2017-06-14 04:40:00,0.0
2017-06-14 04:45:00,0.0
2017-06-14 04:50:00,0.0
2017-06-14 05:05:00,
2017-06-14 05:10:00,0.0016
2017-06-14 05:15:00,0.0035999999999999
2017-06-14 05:20:00,0.0047
2017-06-14 05:25:00,0.0068999999999999
2017-06-14 05:30:00,0.0097999999999999
2017-06-14 05:35:00,0.0137
2017-06-14 05:40:00,0.0172999999999999
2017-06-14 05:45:00,0.0213999999999999
2017-06-14 05:50:00,0.0258
2017-06-14 05:55:00,0.0308
2017-06-14 06:00:00,0.0359999999999999
2017-06-14 06:05:00,0.0415
2017-06-14 06:10:00,0.0471
2017-06-14 06:15:00,0.0531
2017-06-14 06:20:00,0.0592
2017-06-14 06:25:00,0.0656
2017-06-14 06:30:00,0.0723
2017-06-14 06:35:00,0.0759999999999999
2017-06-14 06:40:00,0.0816
2017-06-14 06:45:00,0.0872
2017-06-14 06:50:00,0.0931
2017-06-14 06:55:00,0.1008
2017-06-14 07:00:00,0.1066
2017-06-14 07:05:00,0.1147
2017-06-14 07:10:00,0.1215
2017-06-14 07:15:00,0.1280999999999999
2017-06-14 07:20:00,0.1338
2017-06-14 07:25:00,0.1409999999999999
2017-06-14 07:30:00,0.1467
2017-06-14 07:35:00,0.1532
2017-06-14 07:40:00,0.1593999999999999
2017-06-14 07:45:00,0.1658
2017-06-14 07:50:00,0.1709
2017-06-14 07:55:00,0.1764999999999999
2017-06-14 08:00:00,0.1824
2017-06-14 08:05:00,0.1877
2017-06-14 08:10:00,0.193
2017-06-14 08:15:00,0.198
2017-06-14 08:20:00,0.2029
2017-06-14 08:25:00,0.2076
2017-06-14 08:30:00,0.2099
2017-06-14 08:35:00,0.2172
2017-06-14 08:40:00,0.2227
2017-06-14 08:45:00,0.2263999999999999
2017-06-14 08:50:00,0.2308999999999999
2017-06-14 08:55:00,0.2354
2017-06-14 09:00:00,0.2382
2017-06-14 09:05:00,0.2429999999999999
2017-06-14 09:10:00,0.2482999999999999
2017-06-14 09:15:00,0.2495
2017-06-14 09:20:00,0.2530999999999999
2017-06-14 09:25:00,0.2561999999999999
2017-06-14 09:30:00,0.2604
2017-06-14 09:35:00,0.2641
2017-06-14 09:40:00,0.2676999999999999
2017-06-14 09:45:00,0.2733999999999999
2017-06-14 09:50:00,0.2708999999999999
2017-06-14 09:55:00,0.2772
2017-06-14 10:00:00,0.28
2017-06-14 10:05:00,0.2841
2017-06-14 10:10:00,0.2853999999999999
2017-06-14 10:15:00,0.2864999999999999
2017-06-14 10:20:00,0.2889999999999999
2017-06-14 10:25:00,0.2928
2017-06-14 10:30:00,0.2934999999999999
2017-06-14 10:35:00,0.2958
2017-06-14 10:40:00,0.2998
2017-06-14 10:45:00,0.3003
2017-06-14 10:50:00,0.3022
